project_id,project_key,issue_id,issue_key,issue_type_id,issue_type_name,issue_title,issue_created_date,issue_points,changelog_id,status_from_id,status_from_name,status_to_id,status_to_name,status_from_category_name,status_to_category_name,status_change_date,sprint_id,sprint_name
10286,PKGS,25615,PKGS-613,10003,Sub-task,[BE] Solicitar acesso ao clube,2025-09-24T13:16:53.636000+00:00,0,146986,10168,Code review,10146,Done,In Progress,Done,2025-09-29T23:52:38.428000+00:00,1362,3 Sprint 1
10286,PKGS,25619,PKGS-614,10003,Sub-task,[F] Corrigir mensagem de erro,2025-09-24T14:23:33.095000+00:00,0,146489,10144,To do,10135,In Development,To Do,In Progress,2025-09-26T17:02:33.241000+00:00,1362,3 Sprint 1
10286,PKGS,25619,PKGS-614,10003,Sub-task,[F] Corrigir mensagem de erro,2025-09-24T14:23:33.095000+00:00,0,146490,10135,In Development,10168,Code review,In Progress,In Progress,2025-09-26T17:02:36.081000+00:00,1362,3 Sprint 1
10286,PKGS,25619,PKGS-614,10003,Sub-task,[F] Corrigir mensagem de erro,2025-09-24T14:23:33.095000+00:00,0,147141,10168,Code review,10146,Done,In Progress,Done,2025-09-30T12:37:06.876000+00:00,1362,3 Sprint 1
10286,PKGS,25675,PKGS-615,10003,Sub-task,Adequação de efeitos colaterais no fluxo de sair da mesa relacionados ao Registry de jogadores e Ações de Apostas [Fold],2025-09-25T16:47:09.949000+00:00,0,146104,10144,To do,10135,In Development,To Do,In Progress,2025-09-25T16:47:16.821000+00:00,1362,3 Sprint 1
10286,PKGS,25675,PKGS-615,10003,Sub-task,Adequação de efeitos colaterais no fluxo de sair da mesa relacionados ao Registry de jogadores e Ações de Apostas [Fold],2025-09-25T16:47:09.949000+00:00,0,146751,10135,In Development,10168,Code review,In Progress,In Progress,2025-09-29T17:07:41.989000+00:00,1362,3 Sprint 1
10286,PKGS,25675,PKGS-615,10003,Sub-task,Adequação de efeitos colaterais no fluxo de sair da mesa relacionados ao Registry de jogadores e Ações de Apostas [Fold],2025-09-25T16:47:09.949000+00:00,0,146996,10168,Code review,10146,Done,In Progress,Done,2025-09-30T11:13:38.586000+00:00,1362,3 Sprint 1
10286,PKGS,25677,PKGS-616,10003,Sub-task,[SERVER]- Ajuste de validacao unity - Campo extra,2025-09-25T16:57:25.118000+00:00,0,146108,10144,To do,10135,In Development,To Do,In Progress,2025-09-25T16:57:53.662000+00:00,1362,3 Sprint 1
10286,PKGS,25677,PKGS-616,10003,Sub-task,[SERVER]- Ajuste de validacao unity - Campo extra,2025-09-25T16:57:25.118000+00:00,0,146110,10135,In Development,10168,Code review,In Progress,In Progress,2025-09-25T17:06:51.391000+00:00,1362,3 Sprint 1
10286,PKGS,25677,PKGS-616,10003,Sub-task,[SERVER]- Ajuste de validacao unity - Campo extra,2025-09-25T16:57:25.118000+00:00,0,146193,10168,Code review,10146,Done,In Progress,Done,2025-09-25T19:38:59.112000+00:00,1362,3 Sprint 1
10286,PKGS,25735,PKGS-617,10003,Sub-task,[QA] - Execução dos Testes,2025-09-25T19:12:08.698000+00:00,0,146183,10144,To do,10135,In Development,To Do,In Progress,2025-09-25T19:12:15.305000+00:00,1362,3 Sprint 1
10286,PKGS,25735,PKGS-617,10003,Sub-task,[QA] - Execução dos Testes,2025-09-25T19:12:08.698000+00:00,0,146441,10135,In Development,10146,Done,In Progress,Done,2025-09-26T14:24:05.823000+00:00,1362,3 Sprint 1
10286,PKGS,25739,PKGS-618,10003,Sub-task,[BE] Aprovar solicitação de acesso o clube,2025-09-26T04:55:07.867000+00:00,0,146222,10144,To do,10135,In Development,To Do,In Progress,2025-09-26T04:55:16.719000+00:00,1362,3 Sprint 1
10286,PKGS,25739,PKGS-618,10003,Sub-task,[BE] Aprovar solicitação de acesso o clube,2025-09-26T04:55:07.867000+00:00,0,147326,10135,In Development,10168,Code review,In Progress,In Progress,2025-10-01T04:18:38.634000+00:00,1362,3 Sprint 1
10286,PKGS,25739,PKGS-618,10003,Sub-task,[BE] Aprovar solicitação de acesso o clube,2025-09-26T04:55:07.867000+00:00,0,147735,10168,Code review,10146,Done,In Progress,Done,2025-10-01T21:23:17.536000+00:00,1362,3 Sprint 1
