project_id,project_key,issue_id,issue_key,issue_type_id,issue_type_name,issue_title,issue_created_date,changelog_id,status_from_id,status_from_name,status_to_id,status_to_name,status_from_category_name,status_to_category_name,status_change_date,issue_points,
1,IN,10439,IN-440,10002,Task,Description tittle,2024-08-01T11:31:48.797000+00:00,13048,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-01T11:31:59.049000+00:00,0,
1,IN,10439,IN-440,10002,Task,Description tittle,2024-08-01T11:31:48.797000+00:00,13087,3,In Progress,10002,Done,In Progress,Done,2024-08-01T18:58:43.053000+00:00,0,
1,IN,10439,IN-440,10002,Task,Description tittle,2024-08-01T11:31:48.797000+00:00,13110,10002,Done,3,In Progress,Done,In Progress,2024-08-01T21:29:35.710000+00:00,0,
1,IN,10439,IN-440,10002,Task,Description tittle,2024-08-01T11:31:48.797000+00:00,14401,3,In Progress,10002,Done,In Progress,Done,2024-08-08T12:38:37.416000+00:00,0,
1,IN,10440,IN-441,10002,Task,Description tittle,2024-08-01T11:50:28.747000+00:00,13053,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-01T11:50:29.225000+00:00,0,
1,IN,10440,IN-441,10002,Task,Description tittle,2024-08-01T11:50:28.747000+00:00,13056,3,In Progress,10008,PR,In Progress,In Progress,2024-08-01T13:37:24.180000+00:00,0,
1,IN,10440,IN-441,10002,Task,Description tittle,2024-08-01T11:50:28.747000+00:00,16635,10008,PR,10002,Done,In Progress,Done,2024-09-03T22:58:29.729000+00:00,0,
1,IN,10441,IN-442,10002,Task,Description tittle,2024-08-01T13:38:20.266000+00:00,13059,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-01T13:38:20.681000+00:00,0,
1,IN,10441,IN-442,10002,Task,Description tittle,2024-08-01T13:38:20.266000+00:00,13193,3,In Progress,10008,PR,In Progress,In Progress,2024-08-02T17:05:09.415000+00:00,0,
1,IN,10441,IN-442,10002,Task,Description tittle,2024-08-01T13:38:20.266000+00:00,16636,10008,PR,10002,Done,In Progress,Done,2024-09-03T22:58:38.556000+00:00,0,
1,IN,10442,IN-443,10002,Task,Description tittle,2024-08-01T14:06:55.562000+00:00,13075,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-01T14:07:05.795000+00:00,0,
1,IN,10442,IN-443,10002,Task,Description tittle,2024-08-01T14:06:55.562000+00:00,13082,3,In Progress,10002,Done,In Progress,Done,2024-08-01T17:17:38.471000+00:00,0,
1,IN,10443,IN-444,10004,Bug,Description tittle,2024-08-01T15:52:20.717000+00:00,13092,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-01T19:24:35.215000+00:00,0,
1,IN,10443,IN-444,10004,Bug,Description tittle,2024-08-01T15:52:20.717000+00:00,13095,3,In Progress,10008,PR,In Progress,In Progress,2024-08-01T19:41:31.356000+00:00,0,
1,IN,10443,IN-444,10004,Bug,Description tittle,2024-08-01T15:52:20.717000+00:00,13462,10008,PR,10004,QA,In Progress,In Progress,2024-08-05T16:57:12.724000+00:00,0,
1,IN,10443,IN-444,10004,Bug,Description tittle,2024-08-01T15:52:20.717000+00:00,13958,10004,QA,10007,DEVOPS,In Progress,In Progress,2024-08-05T18:39:19.399000+00:00,0,
1,IN,10443,IN-444,10004,Bug,Description tittle,2024-08-01T15:52:20.717000+00:00,16709,10007,DEVOPS,10002,Done,In Progress,Done,2024-09-04T19:39:49.976000+00:00,0,
1,IN,10444,IN-445,10002,Task,Description tittle,2024-08-01T17:20:41.916000+00:00,13084,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-01T17:20:49.588000+00:00,0,
1,IN,10444,IN-445,10002,Task,Description tittle,2024-08-01T17:20:41.916000+00:00,13210,3,In Progress,10005,TECHNICAL TEST,In Progress,In Progress,2024-08-05T13:45:15.821000+00:00,0,
1,IN,10444,IN-445,10002,Task,Description tittle,2024-08-01T17:20:41.916000+00:00,13211,10005,TECHNICAL TEST,10003,OFFSIDE,In Progress,In Progress,2024-08-05T13:45:26.106000+00:00,0,
1,IN,10444,IN-445,10002,Task,Description tittle,2024-08-01T17:20:41.916000+00:00,18047,10003,OFFSIDE,10000,Backlog,In Progress,To Do,2024-09-16T12:45:02.149000+00:00,0,
1,IN,10445,IN-446,10004,Bug,Description tittle,2024-08-01T19:15:07.592000+00:00,13093,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-01T19:24:47.326000+00:00,0,
1,IN,10445,IN-446,10004,Bug,Description tittle,2024-08-01T19:15:07.592000+00:00,13160,3,In Progress,10000,Backlog,In Progress,To Do,2024-08-02T13:19:06.106000+00:00,0,
1,IN,10445,IN-446,10004,Bug,Description tittle,2024-08-01T19:15:07.592000+00:00,15231,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-22T14:55:01.323000+00:00,0,
1,IN,10445,IN-446,10004,Bug,Description tittle,2024-08-01T19:15:07.592000+00:00,15276,3,In Progress,10008,PR,In Progress,In Progress,2024-08-23T15:26:40.896000+00:00,0,
1,IN,10445,IN-446,10004,Bug,Description tittle,2024-08-01T19:15:07.592000+00:00,15322,10008,PR,10004,QA,In Progress,In Progress,2024-08-26T14:30:54.986000+00:00,0,
1,IN,10445,IN-446,10004,Bug,Description tittle,2024-08-01T19:15:07.592000+00:00,15355,10004,QA,10003,OFFSIDE,In Progress,In Progress,2024-08-27T17:15:54.976000+00:00,0,
1,IN,10445,IN-446,10004,Bug,Description tittle,2024-08-01T19:15:07.592000+00:00,16362,10003,OFFSIDE,10008,PR,In Progress,In Progress,2024-09-03T12:27:12.235000+00:00,0,
1,IN,10445,IN-446,10004,Bug,Description tittle,2024-08-01T19:15:07.592000+00:00,16389,10008,PR,10004,QA,In Progress,In Progress,2024-09-03T14:47:09.910000+00:00,0,
1,IN,10445,IN-446,10004,Bug,Description tittle,2024-08-01T19:15:07.592000+00:00,18281,10004,QA,10007,DEVOPS,In Progress,In Progress,2024-09-17T19:14:32.550000+00:00,0,
1,IN,10445,IN-446,10004,Bug,Description tittle,2024-08-01T19:15:07.592000+00:00,20310,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-11T14:33:30.466000+00:00,0,
1,IN,10446,IN-447,10004,Bug,Description tittle,2024-08-01T20:53:15.990000+00:00,13111,10000,Backlog,10008,PR,To Do,In Progress,2024-08-01T22:01:03.384000+00:00,0,
1,IN,10446,IN-447,10004,Bug,Description tittle,2024-08-01T20:53:15.990000+00:00,14146,10008,PR,10004,QA,In Progress,In Progress,2024-08-06T18:44:58.416000+00:00,0,
1,IN,10446,IN-447,10004,Bug,Description tittle,2024-08-01T20:53:15.990000+00:00,14404,10004,QA,10003,OFFSIDE,In Progress,In Progress,2024-08-08T13:13:00.675000+00:00,0,
1,IN,10446,IN-447,10004,Bug,Description tittle,2024-08-01T20:53:15.990000+00:00,14877,10003,OFFSIDE,3,In Progress,In Progress,In Progress,2024-08-15T20:17:56.560000+00:00,0,
1,IN,10446,IN-447,10004,Bug,Description tittle,2024-08-01T20:53:15.990000+00:00,14886,3,In Progress,10008,PR,In Progress,In Progress,2024-08-15T21:30:50.751000+00:00,0,
1,IN,10446,IN-447,10004,Bug,Description tittle,2024-08-01T20:53:15.990000+00:00,14932,10008,PR,10004,QA,In Progress,In Progress,2024-08-19T13:59:16.929000+00:00,0,
1,IN,10446,IN-447,10004,Bug,Description tittle,2024-08-01T20:53:15.990000+00:00,15140,10004,QA,10003,OFFSIDE,In Progress,In Progress,2024-08-20T12:53:44.777000+00:00,0,
1,IN,10446,IN-447,10004,Bug,Description tittle,2024-08-01T20:53:15.990000+00:00,15170,10003,OFFSIDE,10007,DEVOPS,In Progress,In Progress,2024-08-20T23:23:21.921000+00:00,0,
1,IN,10446,IN-447,10004,Bug,Description tittle,2024-08-01T20:53:15.990000+00:00,16616,10007,DEVOPS,10002,Done,In Progress,Done,2024-09-03T22:53:53.842000+00:00,0,
1,IN,10447,IN-448,10002,Task,Description tittle,2024-08-01T21:06:14.904000+00:00,13104,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-01T21:06:54.586000+00:00,0,
1,IN,10447,IN-448,10002,Task,Description tittle,2024-08-01T21:06:14.904000+00:00,14064,3,In Progress,10004,QA,In Progress,In Progress,2024-08-06T13:31:00.566000+00:00,0,
1,IN,10447,IN-448,10002,Task,Description tittle,2024-08-01T21:06:14.904000+00:00,14656,10004,QA,10002,Done,In Progress,Done,2024-08-13T01:03:57.643000+00:00,0,
1,IN,10448,IN-449,10002,Task,Description tittle,2024-08-02T02:09:43.319000+00:00,13147,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-02T02:09:46.878000+00:00,0,
1,IN,10448,IN-449,10002,Task,Description tittle,2024-08-02T02:09:43.319000+00:00,13197,3,In Progress,10008,PR,In Progress,In Progress,2024-08-02T18:31:01.530000+00:00,0,
1,IN,10448,IN-449,10002,Task,Description tittle,2024-08-02T02:09:43.319000+00:00,14143,10008,PR,10004,QA,In Progress,In Progress,2024-08-06T18:44:44.482000+00:00,0,
1,IN,10448,IN-449,10002,Task,Description tittle,2024-08-02T02:09:43.319000+00:00,14411,10004,QA,10002,Done,In Progress,Done,2024-08-08T13:16:50.178000+00:00,0,
1,IN,10450,IN-451,10004,Bug,Description tittle,2024-08-02T13:34:42.847000+00:00,13164,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-02T13:34:43.388000+00:00,0,
1,IN,10450,IN-451,10004,Bug,Description tittle,2024-08-02T13:34:42.847000+00:00,13196,3,In Progress,10008,PR,In Progress,In Progress,2024-08-02T18:04:56.764000+00:00,0,
1,IN,10450,IN-451,10004,Bug,Description tittle,2024-08-02T13:34:42.847000+00:00,16637,10008,PR,10002,Done,In Progress,Done,2024-09-03T22:59:11.953000+00:00,0,
1,IN,10451,IN-452,10002,Task,Description tittle,2024-08-05T12:47:24.896000+00:00,13204,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-05T12:47:25.496000+00:00,0,
1,IN,10451,IN-452,10002,Task,Description tittle,2024-08-05T12:47:24.896000+00:00,14059,3,In Progress,10002,Done,In Progress,Done,2024-08-06T13:29:15.301000+00:00,0,
1,IN,10452,IN-453,10002,Task,Description tittle,2024-08-05T12:51:57.802000+00:00,13206,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-05T12:51:58.219000+00:00,0,
1,IN,10452,IN-453,10002,Task,Description tittle,2024-08-05T12:51:57.802000+00:00,13212,3,In Progress,10003,OFFSIDE,In Progress,In Progress,2024-08-05T13:45:51.233000+00:00,0,
1,IN,10452,IN-453,10002,Task,Description tittle,2024-08-05T12:51:57.802000+00:00,14402,10003,OFFSIDE,3,In Progress,In Progress,In Progress,2024-08-08T12:38:47.600000+00:00,0,
1,IN,10452,IN-453,10002,Task,Description tittle,2024-08-05T12:51:57.802000+00:00,14432,3,In Progress,10003,OFFSIDE,In Progress,In Progress,2024-08-08T18:59:38.478000+00:00,0,
1,IN,10452,IN-453,10002,Task,Description tittle,2024-08-05T12:51:57.802000+00:00,18045,10003,OFFSIDE,10000,Backlog,In Progress,To Do,2024-09-16T12:44:58.843000+00:00,0,
1,IN,10453,IN-454,10004,Bug,Description tittle,2024-08-05T13:22:16.798000+00:00,14738,10000,Backlog,10002,Done,To Do,Done,2024-08-13T14:00:59.798000+00:00,0,
1,IN,10454,IN-455,10004,Bug,Description tittle,2024-08-05T13:25:11.546000+00:00,14066,10000,Backlog,10002,Done,To Do,Done,2024-08-06T13:55:29.701000+00:00,0,
1,IN,10460,IN-461,10004,Bug,Description tittle,2024-08-05T18:03:32.879000+00:00,14051,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-05T21:05:15.092000+00:00,0,
1,IN,10460,IN-461,10004,Bug,Description tittle,2024-08-05T18:03:32.879000+00:00,14052,3,In Progress,10008,PR,In Progress,In Progress,2024-08-05T21:19:00.849000+00:00,0,
1,IN,10460,IN-461,10004,Bug,Description tittle,2024-08-05T18:03:32.879000+00:00,14150,10008,PR,10004,QA,In Progress,In Progress,2024-08-06T18:50:32.521000+00:00,0,
1,IN,10460,IN-461,10004,Bug,Description tittle,2024-08-05T18:03:32.879000+00:00,14427,10004,QA,10007,DEVOPS,In Progress,In Progress,2024-08-08T16:26:47.215000+00:00,0,
1,IN,10460,IN-461,10004,Bug,Description tittle,2024-08-05T18:03:32.879000+00:00,16699,10007,DEVOPS,10002,Done,In Progress,Done,2024-09-04T19:37:37.999000+00:00,0,
1,IN,10464,IN-465,10000,Epic,Description tittle,2024-08-05T19:13:47.793000+00:00,14469,10000,Backlog,10006,DOC & DESIGN,To Do,In Progress,2024-08-09T18:26:30.141000+00:00,0,
1,IN,10464,IN-465,10000,Epic,Description tittle,2024-08-05T19:13:47.793000+00:00,20543,10006,DOC & DESIGN,10019,In DIscovery,In Progress,In Progress,2024-10-15T21:09:09.172000+00:00,0,
1,IN,10464,IN-465,10000,Epic,Description tittle,2024-08-05T19:13:47.793000+00:00,22422,10019,In DIscovery,10004,Ready for QA,In Progress,In Progress,2024-10-24T12:49:49.641000+00:00,0,
1,IN,10464,IN-465,10000,Epic,Description tittle,2024-08-05T19:13:47.793000+00:00,26611,10004,Ready for QA,10003,OFFSIDE,In Progress,In Progress,2024-12-02T19:05:27.450000+00:00,0,
1,IN,10464,IN-465,10000,Epic,Description tittle,2024-08-05T19:13:47.793000+00:00,27274,10003,OFFSIDE,10019,In DIscovery,In Progress,In Progress,2024-12-06T17:26:30.243000+00:00,0,
1,IN,10465,IN-466,10000,Epic,Description tittle,2024-08-05T19:18:31.576000+00:00,14468,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-09T18:26:14.755000+00:00,0,
1,IN,10465,IN-466,10000,Epic,Description tittle,2024-08-05T19:18:31.576000+00:00,20823,3,In Progress,10003,OFFSIDE,In Progress,In Progress,2024-10-18T15:09:30.575000+00:00,0,
1,IN,10465,IN-466,10000,Epic,Description tittle,2024-08-05T19:18:31.576000+00:00,26302,10003,OFFSIDE,3,In Progress,In Progress,In Progress,2024-11-25T18:21:41.895000+00:00,0,
1,IN,10466,IN-467,10004,Bug,Description tittle,2024-08-05T19:38:40.090000+00:00,14017,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-05T19:38:40.666000+00:00,0,
1,IN,10466,IN-467,10004,Bug,Description tittle,2024-08-05T19:38:40.090000+00:00,14030,3,In Progress,10008,PR,In Progress,In Progress,2024-08-05T20:28:54.917000+00:00,0,
1,IN,10466,IN-467,10004,Bug,Description tittle,2024-08-05T19:38:40.090000+00:00,14544,10008,PR,10004,QA,In Progress,In Progress,2024-08-12T17:48:50.857000+00:00,0,
1,IN,10466,IN-467,10004,Bug,Description tittle,2024-08-05T19:38:40.090000+00:00,15137,10004,QA,10003,OFFSIDE,In Progress,In Progress,2024-08-20T11:59:31.031000+00:00,0,
1,IN,10466,IN-467,10004,Bug,Description tittle,2024-08-05T19:38:40.090000+00:00,15158,10003,OFFSIDE,10008,PR,In Progress,In Progress,2024-08-20T16:50:13.560000+00:00,0,
1,IN,10466,IN-467,10004,Bug,Description tittle,2024-08-05T19:38:40.090000+00:00,15165,10008,PR,10004,QA,In Progress,In Progress,2024-08-20T18:08:55.354000+00:00,0,
1,IN,10466,IN-467,10004,Bug,Description tittle,2024-08-05T19:38:40.090000+00:00,15192,10004,QA,10007,DEVOPS,In Progress,In Progress,2024-08-21T13:35:18.499000+00:00,0,
1,IN,10466,IN-467,10004,Bug,Description tittle,2024-08-05T19:38:40.090000+00:00,16613,10007,DEVOPS,10002,Done,In Progress,Done,2024-09-03T22:53:26.242000+00:00,0,
1,IN,10467,IN-468,10000,Epic,Description tittle,2024-08-05T20:59:22.119000+00:00,19997,10000,Backlog,3,In Progress,To Do,In Progress,2024-10-08T15:27:03.195000+00:00,0,
1,IN,10467,IN-468,10000,Epic,Description tittle,2024-08-05T20:59:22.119000+00:00,26612,3,In Progress,10003,OFFSIDE,In Progress,In Progress,2024-12-02T19:05:38.690000+00:00,0,
1,IN,10467,IN-468,10000,Epic,Description tittle,2024-08-05T20:59:22.119000+00:00,27276,10003,OFFSIDE,10019,In DIscovery,In Progress,In Progress,2024-12-06T17:26:45.518000+00:00,0,
1,IN,10468,IN-469,10000,Epic,Description tittle,2024-08-05T21:01:49.523000+00:00,19995,10000,Backlog,10004,QA,To Do,In Progress,2024-10-08T15:25:25.906000+00:00,0,
1,IN,10468,IN-469,10000,Epic,Description tittle,2024-08-05T21:01:49.523000+00:00,26091,10004,Ready for QA,10002,Done,In Progress,Done,2024-11-22T16:03:19.604000+00:00,0,
1,IN,10469,IN-470,10002,Task,Description tittle,2024-08-06T13:20:42.123000+00:00,14056,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-06T13:20:42.731000+00:00,0,
1,IN,10469,IN-470,10002,Task,Description tittle,2024-08-06T13:20:42.123000+00:00,14415,3,In Progress,10008,PR,In Progress,In Progress,2024-08-08T13:33:40.128000+00:00,0,
1,IN,10469,IN-470,10002,Task,Description tittle,2024-08-06T13:20:42.123000+00:00,17865,10008,PR,10002,Done,In Progress,Done,2024-09-13T12:57:15.266000+00:00,0,
1,IN,10470,IN-471,10002,Task,Description tittle,2024-08-06T13:30:37.452000+00:00,14063,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-06T13:30:47.461000+00:00,0,
1,IN,10470,IN-471,10002,Task,Description tittle,2024-08-06T13:30:37.452000+00:00,14399,3,In Progress,10004,QA,In Progress,In Progress,2024-08-08T12:30:41.212000+00:00,0,
1,IN,10470,IN-471,10002,Task,Description tittle,2024-08-06T13:30:37.452000+00:00,14658,10004,QA,10002,Done,In Progress,Done,2024-08-13T01:04:06.978000+00:00,0,
1,IN,10471,IN-472,10004,Bug,Description tittle,2024-08-06T13:55:02.203000+00:00,19578,10000,Backlog,3,In Progress,To Do,In Progress,2024-10-04T17:25:58.753000+00:00,0,
1,IN,10471,IN-472,10004,Bug,Description tittle,2024-08-06T13:55:02.203000+00:00,20345,3,In Progress,10002,Done,In Progress,Done,2024-10-11T16:46:46.470000+00:00,0,
1,IN,10472,IN-473,10002,Task,Description tittle,2024-08-06T16:28:58.646000+00:00,,,0,
1,IN,10473,IN-474,10002,Task,Description tittle,2024-08-06T17:53:00.611000+00:00,,,0,
1,IN,10474,IN-475,10002,Task,Description tittle,2024-08-06T17:57:03.628000+00:00,,,0,
1,IN,10475,IN-476,10000,Epic,Description tittle,2024-08-06T18:03:33.718000+00:00,19996,10000,Backlog,10004,QA,To Do,In Progress,2024-10-08T15:26:42.197000+00:00,0,
1,IN,10475,IN-476,10000,Epic,Description tittle,2024-08-06T18:03:33.718000+00:00,26614,10004,Ready for QA,10003,OFFSIDE,In Progress,In Progress,2024-12-02T19:05:50.152000+00:00,0,
1,IN,10476,IN-477,10000,Epic,Description tittle,2024-08-06T18:08:10.953000+00:00,14109,10000,Backlog,10008,PR,To Do,In Progress,2024-08-06T18:14:43.864000+00:00,0,
1,IN,10476,IN-477,10000,Epic,Description tittle,2024-08-06T18:08:10.953000+00:00,20542,10008,PR,3,In Progress,In Progress,In Progress,2024-10-15T21:09:08.999000+00:00,0,
1,IN,10476,IN-477,10000,Epic,Description tittle,2024-08-06T18:08:10.953000+00:00,20687,3,In Progress,10004,Ready for QA,In Progress,In Progress,2024-10-17T12:40:21.382000+00:00,0,
1,IN,10476,IN-477,10000,Epic,Description tittle,2024-08-06T18:08:10.953000+00:00,20688,10004,Ready for QA,3,In Progress,In Progress,In Progress,2024-10-17T12:40:24.106000+00:00,0,
1,IN,10476,IN-477,10000,Epic,Description tittle,2024-08-06T18:08:10.953000+00:00,20746,3,In Progress,10004,Ready for QA,In Progress,In Progress,2024-10-17T20:54:25.521000+00:00,0,
1,IN,10476,IN-477,10000,Epic,Description tittle,2024-08-06T18:08:10.953000+00:00,20808,10004,Ready for QA,10009,QA Review,In Progress,In Progress,2024-10-18T14:31:49.636000+00:00,0,
1,IN,10476,IN-477,10000,Epic,Description tittle,2024-08-06T18:08:10.953000+00:00,22410,10009,QA Review,10003,OFFSIDE,In Progress,In Progress,2024-10-24T12:40:42.347000+00:00,0,
1,IN,10476,IN-477,10000,Epic,Description tittle,2024-08-06T18:08:10.953000+00:00,24065,10003,OFFSIDE,3,In Progress,In Progress,In Progress,2024-11-08T17:53:16.719000+00:00,0,
1,IN,10476,IN-477,10000,Epic,Description tittle,2024-08-06T18:08:10.953000+00:00,24066,3,In Progress,10009,QA Review,In Progress,In Progress,2024-11-08T17:53:32.733000+00:00,0,
1,IN,10476,IN-477,10000,Epic,Description tittle,2024-08-06T18:08:10.953000+00:00,27508,10009,QA Review,10002,Done,In Progress,Done,2024-12-12T14:31:07.870000+00:00,0,
1,IN,10477,IN-478,10000,Epic,Description tittle,2024-08-06T18:19:33.096000+00:00,20960,10000,Backlog,1,Pending Approval,To Do,To Do,2024-10-21T20:12:09.782000+00:00,0,
1,IN,10480,IN-481,10004,Bug,Description tittle,2024-08-07T13:02:27.806000+00:00,14305,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-07T21:46:01.436000+00:00,0,
1,IN,10480,IN-481,10004,Bug,Description tittle,2024-08-07T13:02:27.806000+00:00,14306,3,In Progress,10008,PR,In Progress,In Progress,2024-08-07T22:06:33.360000+00:00,0,
1,IN,10480,IN-481,10004,Bug,Description tittle,2024-08-07T13:02:27.806000+00:00,14433,10008,PR,10004,QA,In Progress,In Progress,2024-08-08T19:22:01.058000+00:00,0,
1,IN,10480,IN-481,10004,Bug,Description tittle,2024-08-07T13:02:27.806000+00:00,14440,10004,QA,10007,DEVOPS,In Progress,In Progress,2024-08-08T21:02:04.147000+00:00,0,
1,IN,10480,IN-481,10004,Bug,Description tittle,2024-08-07T13:02:27.806000+00:00,16710,10007,DEVOPS,10002,Done,In Progress,Done,2024-09-04T19:39:59.277000+00:00,0,
1,IN,10481,IN-482,10004,Bug,Description tittle,2024-08-07T13:20:35.594000+00:00,19420,10000,Backlog,10002,Done,To Do,Done,2024-10-03T18:00:33.681000+00:00,0,
1,IN,10482,IN-483,10004,Bug,Description tittle,2024-08-07T14:25:55.453000+00:00,14307,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-07T22:06:53.619000+00:00,0,
1,IN,10482,IN-483,10004,Bug,Description tittle,2024-08-07T14:25:55.453000+00:00,14414,3,In Progress,10008,PR,In Progress,In Progress,2024-08-08T13:29:45.043000+00:00,0,
1,IN,10482,IN-483,10004,Bug,Description tittle,2024-08-07T14:25:55.453000+00:00,14434,10008,PR,10004,QA,In Progress,In Progress,2024-08-08T19:22:16.023000+00:00,0,
1,IN,10482,IN-483,10004,Bug,Description tittle,2024-08-07T14:25:55.453000+00:00,14438,10004,QA,10007,DEVOPS,In Progress,In Progress,2024-08-08T20:30:51.342000+00:00,0,
1,IN,10482,IN-483,10004,Bug,Description tittle,2024-08-07T14:25:55.453000+00:00,14439,10007,DEVOPS,10002,Done,In Progress,Done,2024-08-08T20:56:54.176000+00:00,0,
1,IN,10483,IN-484,10000,Epic,Description tittle,2024-08-07T14:34:05.575000+00:00,14283,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-07T14:51:37.128000+00:00,0,
1,IN,10483,IN-484,10000,Epic,Description tittle,2024-08-07T14:34:05.575000+00:00,18111,3,In Progress,10002,Done,In Progress,Done,2024-09-16T18:54:14.172000+00:00,0,
1,IN,10484,IN-485,10002,Task,Description tittle,2024-08-07T14:34:31.742000+00:00,14282,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-07T14:51:13.347000+00:00,0,
1,IN,10484,IN-485,10002,Task,Description tittle,2024-08-07T14:34:31.742000+00:00,14302,3,In Progress,10008,PR,In Progress,In Progress,2024-08-07T21:09:21.920000+00:00,0,
1,IN,10484,IN-485,10002,Task,Description tittle,2024-08-07T14:34:31.742000+00:00,14473,10008,PR,10004,QA,In Progress,In Progress,2024-08-09T20:58:52.682000+00:00,0,
1,IN,10484,IN-485,10002,Task,Description tittle,2024-08-07T14:34:31.742000+00:00,14869,10004,QA,10007,DEVOPS,In Progress,In Progress,2024-08-15T19:54:30.566000+00:00,0,
1,IN,10484,IN-485,10002,Task,Description tittle,2024-08-07T14:34:31.742000+00:00,16711,10007,DEVOPS,10002,Done,In Progress,Done,2024-09-04T19:41:12.834000+00:00,0,
1,IN,10485,IN-486,10002,Task,Description tittle,2024-08-07T14:34:51.424000+00:00,14298,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-07T19:27:11.558000+00:00,0,
1,IN,10485,IN-486,10002,Task,Description tittle,2024-08-07T14:34:51.424000+00:00,14303,3,In Progress,10008,PR,In Progress,In Progress,2024-08-07T21:09:24.071000+00:00,0,
1,IN,10485,IN-486,10002,Task,Description tittle,2024-08-07T14:34:51.424000+00:00,14754,10008,PR,10004,QA,In Progress,In Progress,2024-08-13T22:45:33.995000+00:00,0,
1,IN,10485,IN-486,10002,Task,Description tittle,2024-08-07T14:34:51.424000+00:00,14871,10004,QA,10007,DEVOPS,In Progress,In Progress,2024-08-15T19:55:04.074000+00:00,0,
1,IN,10485,IN-486,10002,Task,Description tittle,2024-08-07T14:34:51.424000+00:00,16712,10007,DEVOPS,10002,Done,In Progress,Done,2024-09-04T19:41:19.346000+00:00,0,
1,IN,10486,IN-487,10002,Task,Description tittle,2024-08-07T14:35:06.668000+00:00,14299,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-07T19:27:16.420000+00:00,0,
1,IN,10486,IN-487,10002,Task,Description tittle,2024-08-07T14:35:06.668000+00:00,14304,3,In Progress,10008,PR,In Progress,In Progress,2024-08-07T21:09:25.786000+00:00,0,
1,IN,10486,IN-487,10002,Task,Description tittle,2024-08-07T14:35:06.668000+00:00,16719,10008,PR,10002,Done,In Progress,Done,2024-09-04T19:43:36.219000+00:00,0,
1,IN,10487,IN-488,10002,Task,Description tittle,2024-08-07T14:35:34.727000+00:00,14301,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-07T21:08:50.635000+00:00,0,
1,IN,10487,IN-488,10002,Task,Description tittle,2024-08-07T14:35:34.727000+00:00,14663,3,In Progress,10008,PR,In Progress,In Progress,2024-08-13T13:11:34.155000+00:00,0,
1,IN,10487,IN-488,10002,Task,Description tittle,2024-08-07T14:35:34.727000+00:00,16720,10008,PR,10002,Done,In Progress,Done,2024-09-04T19:43:50.729000+00:00,0,
1,IN,10488,IN-489,10002,Task,Description tittle,2024-08-07T14:35:50.697000+00:00,14300,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-07T19:30:20.853000+00:00,0,
1,IN,10488,IN-489,10002,Task,Description tittle,2024-08-07T14:35:50.697000+00:00,14664,3,In Progress,10008,PR,In Progress,In Progress,2024-08-13T13:11:36.093000+00:00,0,
1,IN,10488,IN-489,10002,Task,Description tittle,2024-08-07T14:35:50.697000+00:00,16721,10008,PR,10002,Done,In Progress,Done,2024-09-04T19:43:57.867000+00:00,0,
1,IN,10489,IN-490,10000,Epic,Description tittle,2024-08-07T14:53:41.702000+00:00,14467,10000,Backlog,10007,DEVOPS,To Do,In Progress,2024-08-09T18:25:21.005000+00:00,0,
1,IN,10489,IN-490,10000,Epic,Description tittle,2024-08-07T14:53:41.702000+00:00,17224,10007,DEVOPS,3,In Progress,In Progress,In Progress,2024-09-09T17:12:08.159000+00:00,0,
1,IN,10489,IN-490,10000,Epic,Description tittle,2024-08-07T14:53:41.702000+00:00,19502,3,In Progress,10002,Done,In Progress,Done,2024-10-03T18:06:59.152000+00:00,0,
1,IN,10490,IN-491,10002,Task,Description tittle,2024-08-08T12:00:40.952000+00:00,15202,10000,Backlog,3,In Progress,To Do,In Progress,2024-08-21T14:14:41.518000+00:00,0,
1,IN,10490,IN-491,10002,Task,Description tittle,2024-08-08T12:00:40.952000+00:00,15398,3,In Progress,10008,PR,In Progress,In Progress,2024-08-29T03:19:31.915000+00:00,0,
