project_id,project_key,issue_id,issue_key,issue_type_id,issue_type_name,issue_title,issue_created_date,changelog_id,status_from_id,status_from_name,status_to_id,status_to_name,status_from_category_name,status_to_category_name,status_change_date,issue_points,
1,IN,10664,IN-662,10004,Bug,Description tittle,2024-09-10T11:54:23.383000+00:00,17595,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-10T19:34:25.947000+00:00,0,
1,IN,10664,IN-662,10004,Bug,Description tittle,2024-09-10T11:54:23.383000+00:00,17635,10009,QA Review,10003,OFFSIDE,In Progress,In Progress,2024-09-11T13:04:21.621000+00:00,0,
1,IN,10664,IN-662,10004,Bug,Description tittle,2024-09-10T11:54:23.383000+00:00,17669,10003,OFFSIDE,10009,QA Review,In Progress,In Progress,2024-09-11T16:45:39.450000+00:00,0,
1,IN,10664,IN-662,10004,Bug,Description tittle,2024-09-10T11:54:23.383000+00:00,17674,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-11T17:26:30.406000+00:00,0,
1,IN,10664,IN-662,10004,Bug,Description tittle,2024-09-10T11:54:23.383000+00:00,20163,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:11.682000+00:00,0,
1,IN,10665,IN-663,10004,Bug,Description tittle,2024-09-10T12:00:23.336000+00:00,17562,10000,Backlog,10007,DEVOPS,To Do,In Progress,2024-09-10T18:57:33.841000+00:00,0,
1,IN,10665,IN-663,10004,Bug,Description tittle,2024-09-10T12:00:23.336000+00:00,17563,10007,DEVOPS,10008,PR,In Progress,In Progress,2024-09-10T18:57:36.709000+00:00,0,
1,IN,10665,IN-663,10004,Bug,Description tittle,2024-09-10T12:00:23.336000+00:00,17576,10008,PR,10004,QA,In Progress,In Progress,2024-09-10T19:20:00.103000+00:00,0,
1,IN,10665,IN-663,10004,Bug,Description tittle,2024-09-10T12:00:23.336000+00:00,17593,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-10T19:34:19.936000+00:00,0,
1,IN,10665,IN-663,10004,Bug,Description tittle,2024-09-10T12:00:23.336000+00:00,17637,10009,QA Review,10003,OFFSIDE,In Progress,In Progress,2024-09-11T13:04:56.677000+00:00,0,
1,IN,10665,IN-663,10004,Bug,Description tittle,2024-09-10T12:00:23.336000+00:00,17668,10003,OFFSIDE,10009,QA Review,In Progress,In Progress,2024-09-11T16:45:22.556000+00:00,0,
1,IN,10665,IN-663,10004,Bug,Description tittle,2024-09-10T12:00:23.336000+00:00,17673,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-11T17:25:55.785000+00:00,0,
1,IN,10665,IN-663,10004,Bug,Description tittle,2024-09-10T12:00:23.336000+00:00,20164,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:12.232000+00:00,0,
1,IN,10666,IN-664,10004,Bug,Description tittle,2024-09-10T12:41:44.281000+00:00,17564,10000,Backlog,10008,PR,To Do,In Progress,2024-09-10T18:57:43.877000+00:00,0,
1,IN,10666,IN-664,10004,Bug,Description tittle,2024-09-10T12:41:44.281000+00:00,17574,10008,PR,10004,QA,In Progress,In Progress,2024-09-10T19:19:50.858000+00:00,0,
1,IN,10666,IN-664,10004,Bug,Description tittle,2024-09-10T12:41:44.281000+00:00,17591,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-10T19:34:15.375000+00:00,0,
1,IN,10666,IN-664,10004,Bug,Description tittle,2024-09-10T12:41:44.281000+00:00,17639,10009,QA Review,10003,OFFSIDE,In Progress,In Progress,2024-09-11T13:05:00.331000+00:00,0,
1,IN,10666,IN-664,10004,Bug,Description tittle,2024-09-10T12:41:44.281000+00:00,17667,10003,OFFSIDE,10009,QA Review,In Progress,In Progress,2024-09-11T16:45:14.359000+00:00,0,
1,IN,10666,IN-664,10004,Bug,Description tittle,2024-09-10T12:41:44.281000+00:00,17675,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-11T17:28:36.184000+00:00,0,
1,IN,10666,IN-664,10004,Bug,Description tittle,2024-09-10T12:41:44.281000+00:00,20173,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:16.289000+00:00,0,
1,IN,10667,IN-665,10004,Bug,Description tittle,2024-09-10T13:14:06.309000+00:00,17565,10000,Backlog,10008,PR,To Do,In Progress,2024-09-10T18:57:52.530000+00:00,0,
1,IN,10667,IN-665,10004,Bug,Description tittle,2024-09-10T13:14:06.309000+00:00,17572,10008,PR,10004,QA,In Progress,In Progress,2024-09-10T19:19:42.798000+00:00,0,
1,IN,10667,IN-665,10004,Bug,Description tittle,2024-09-10T13:14:06.309000+00:00,17589,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-10T19:34:12.408000+00:00,0,
1,IN,10667,IN-665,10004,Bug,Description tittle,2024-09-10T13:14:06.309000+00:00,17681,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-11T17:53:29.918000+00:00,0,
1,IN,10667,IN-665,10004,Bug,Description tittle,2024-09-10T13:14:06.309000+00:00,20176,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:17.837000+00:00,0,
1,IN,10668,IN-666,10002,Task,Description tittle,2024-09-10T15:04:20.566000+00:00,17449,10000,Backlog,3,In Progress,To Do,In Progress,2024-09-10T15:05:14.212000+00:00,0,
1,IN,10668,IN-666,10002,Task,Description tittle,2024-09-10T15:04:20.566000+00:00,17521,3,In Progress,10008,PR,In Progress,In Progress,2024-09-10T16:54:57.238000+00:00,0,
1,IN,10668,IN-666,10002,Task,Description tittle,2024-09-10T15:04:20.566000+00:00,17549,10008,PR,10004,QA,In Progress,In Progress,2024-09-10T18:41:01.166000+00:00,0,
1,IN,10668,IN-666,10002,Task,Description tittle,2024-09-10T15:04:20.566000+00:00,18280,10004,QA,10007,DEVOPS,In Progress,In Progress,2024-09-17T19:11:54.983000+00:00,0,
1,IN,10668,IN-666,10002,Task,Description tittle,2024-09-10T15:04:20.566000+00:00,20168,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:14.045000+00:00,0,
1,IN,10670,IN-668,10004,Bug,Description tittle,2024-09-10T15:54:30.552000+00:00,17823,10000,Backlog,10008,PR,To Do,In Progress,2024-09-12T21:10:17.707000+00:00,0,
1,IN,10670,IN-668,10004,Bug,Description tittle,2024-09-10T15:54:30.552000+00:00,17909,10008,PR,10004,QA,In Progress,In Progress,2024-09-13T16:17:04.147000+00:00,0,
1,IN,10670,IN-668,10004,Bug,Description tittle,2024-09-10T15:54:30.552000+00:00,17953,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-13T17:08:42.037000+00:00,0,
1,IN,10670,IN-668,10004,Bug,Description tittle,2024-09-10T15:54:30.552000+00:00,18237,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-17T16:59:24.877000+00:00,0,
1,IN,10670,IN-668,10004,Bug,Description tittle,2024-09-10T15:54:30.552000+00:00,18238,10007,DEVOPS,10002,Done,In Progress,Done,2024-09-17T16:59:27.689000+00:00,0,
1,IN,10671,IN-669,10004,Bug,Description tittle,2024-09-10T16:52:03.156000+00:00,17566,10000,Backlog,10008,PR,To Do,In Progress,2024-09-10T18:58:06.434000+00:00,0,
1,IN,10671,IN-669,10004,Bug,Description tittle,2024-09-10T16:52:03.156000+00:00,17570,10008,PR,10004,QA,In Progress,In Progress,2024-09-10T19:14:30.266000+00:00,0,
1,IN,10671,IN-669,10004,Bug,Description tittle,2024-09-10T16:52:03.156000+00:00,17587,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-10T19:34:10.066000+00:00,0,
1,IN,10671,IN-669,10004,Bug,Description tittle,2024-09-10T16:52:03.156000+00:00,17683,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-11T17:54:34.030000+00:00,0,
1,IN,10671,IN-669,10004,Bug,Description tittle,2024-09-10T16:52:03.156000+00:00,20201,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:29.465000+00:00,0,
1,IN,10672,IN-670,10004,Bug,Description tittle,2024-09-10T18:03:23.785000+00:00,17603,10000,Backlog,3,In Progress,To Do,In Progress,2024-09-10T23:49:09.180000+00:00,0,
1,IN,10672,IN-670,10004,Bug,Description tittle,2024-09-10T18:03:23.785000+00:00,17645,3,In Progress,10004,QA,In Progress,In Progress,2024-09-11T14:18:01.309000+00:00,0,
1,IN,10672,IN-670,10004,Bug,Description tittle,2024-09-10T18:03:23.785000+00:00,17691,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-11T18:06:23.214000+00:00,0,
1,IN,10672,IN-670,10004,Bug,Description tittle,2024-09-10T18:03:23.785000+00:00,17693,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-11T20:15:16.156000+00:00,0,
1,IN,10672,IN-670,10004,Bug,Description tittle,2024-09-10T18:03:23.785000+00:00,20202,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:29.909000+00:00,0,
1,IN,10673,IN-671,10004,Bug,Description tittle,2024-09-10T18:41:53.124000+00:00,17558,10000,Backlog,10008,PR,To Do,In Progress,2024-09-10T18:56:49.566000+00:00,0,
1,IN,10673,IN-671,10004,Bug,Description tittle,2024-09-10T18:41:53.124000+00:00,17581,10008,PR,10004,QA,In Progress,In Progress,2024-09-10T19:20:26.547000+00:00,0,
1,IN,10673,IN-671,10004,Bug,Description tittle,2024-09-10T18:41:53.124000+00:00,17585,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-10T19:34:03.396000+00:00,0,
1,IN,10673,IN-671,10004,Bug,Description tittle,2024-09-10T18:41:53.124000+00:00,17633,10009,QA Review,10003,OFFSIDE,In Progress,In Progress,2024-09-11T13:03:30.057000+00:00,0,
1,IN,10673,IN-671,10004,Bug,Description tittle,2024-09-10T18:41:53.124000+00:00,17670,10003,OFFSIDE,10009,QA Review,In Progress,In Progress,2024-09-11T16:45:46.898000+00:00,0,
1,IN,10673,IN-671,10004,Bug,Description tittle,2024-09-10T18:41:53.124000+00:00,17676,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-11T17:29:14.987000+00:00,0,
1,IN,10673,IN-671,10004,Bug,Description tittle,2024-09-10T18:41:53.124000+00:00,20189,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:23.685000+00:00,0,
1,IN,10674,IN-672,10004,Bug,Description tittle,2024-09-11T14:32:27.597000+00:00,17740,10000,Backlog,10004,QA,To Do,In Progress,2024-09-12T14:15:58.446000+00:00,0,
1,IN,10674,IN-672,10004,Bug,Description tittle,2024-09-11T14:32:27.597000+00:00,17784,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-12T15:05:27.329000+00:00,0,
1,IN,10674,IN-672,10004,Bug,Description tittle,2024-09-11T14:32:27.597000+00:00,17805,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-12T18:50:26.975000+00:00,0,
1,IN,10674,IN-672,10004,Bug,Description tittle,2024-09-11T14:32:27.597000+00:00,20191,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:24.595000+00:00,0,
1,IN,10675,IN-673,10004,Bug,Description tittle,2024-09-11T20:42:52.774000+00:00,17750,10000,Backlog,10004,QA,To Do,In Progress,2024-09-12T14:35:16.740000+00:00,0,
1,IN,10675,IN-673,10004,Bug,Description tittle,2024-09-11T20:42:52.774000+00:00,17782,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-12T15:05:21.030000+00:00,0,
1,IN,10675,IN-673,10004,Bug,Description tittle,2024-09-11T20:42:52.774000+00:00,17831,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-12T21:36:48.303000+00:00,0,
1,IN,10675,IN-673,10004,Bug,Description tittle,2024-09-11T20:42:52.774000+00:00,20181,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:20.116000+00:00,0,
1,IN,10676,IN-674,10004,Bug,Description tittle,2024-09-12T12:26:03.195000+00:00,17728,10000,Backlog,10008,PR,To Do,In Progress,2024-09-12T12:55:21.336000+00:00,0,
1,IN,10676,IN-674,10004,Bug,Description tittle,2024-09-12T12:26:03.195000+00:00,18524,10008,PR,10007,DEVOPS,In Progress,In Progress,2024-09-23T18:57:44.488000+00:00,0,
1,IN,10676,IN-674,10004,Bug,Description tittle,2024-09-12T12:26:03.195000+00:00,20186,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:22.320000+00:00,0,
1,IN,10677,IN-675,10004,Bug,Description tittle,2024-09-12T12:43:38.784000+00:00,17825,10000,Backlog,10008,PR,To Do,In Progress,2024-09-12T21:10:20.251000+00:00,0,
1,IN,10677,IN-675,10004,Bug,Description tittle,2024-09-12T12:43:38.784000+00:00,17883,10008,PR,10004,QA,In Progress,In Progress,2024-09-13T13:19:47.869000+00:00,0,
1,IN,10677,IN-675,10004,Bug,Description tittle,2024-09-12T12:43:38.784000+00:00,17901,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-13T14:07:57.884000+00:00,0,
1,IN,10677,IN-675,10004,Bug,Description tittle,2024-09-12T12:43:38.784000+00:00,18176,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-17T11:27:50.518000+00:00,0,
1,IN,10677,IN-675,10004,Bug,Description tittle,2024-09-12T12:43:38.784000+00:00,20197,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:27.243000+00:00,0,
1,IN,10678,IN-676,10002,Task,Description tittle,2024-09-12T13:29:30.870000+00:00,17739,10000,Backlog,3,In Progress,To Do,In Progress,2024-09-12T14:07:34.947000+00:00,0,
1,IN,10678,IN-676,10002,Task,Description tittle,2024-09-12T13:29:30.870000+00:00,18344,3,In Progress,10002,Done,In Progress,Done,2024-09-18T17:40:53.383000+00:00,0,
1,IN,10679,IN-677,10004,Bug,Description tittle,2024-09-12T14:23:50.683000+00:00,17827,10000,Backlog,10008,PR,To Do,In Progress,2024-09-12T21:10:22.491000+00:00,0,
1,IN,10679,IN-677,10004,Bug,Description tittle,2024-09-12T14:23:50.683000+00:00,17879,10008,PR,10004,QA,In Progress,In Progress,2024-09-13T13:19:27.811000+00:00,0,
1,IN,10679,IN-677,10004,Bug,Description tittle,2024-09-12T14:23:50.683000+00:00,17899,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-13T14:07:52.601000+00:00,0,
1,IN,10679,IN-677,10004,Bug,Description tittle,2024-09-12T14:23:50.683000+00:00,18007,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-16T10:47:16.102000+00:00,0,
1,IN,10679,IN-677,10004,Bug,Description tittle,2024-09-12T14:23:50.683000+00:00,20193,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:25.557000+00:00,0,
1,IN,10680,IN-678,10004,Bug,Description tittle,2024-09-12T14:35:45.168000+00:00,17757,10000,Backlog,3,In Progress,To Do,In Progress,2024-09-12T14:50:28.088000+00:00,0,
1,IN,10680,IN-678,10004,Bug,Description tittle,2024-09-12T14:35:45.168000+00:00,17793,3,In Progress,10008,PR,In Progress,In Progress,2024-09-12T15:26:17.825000+00:00,0,
1,IN,10680,IN-678,10004,Bug,Description tittle,2024-09-12T14:35:45.168000+00:00,17816,10008,PR,10004,QA,In Progress,In Progress,2024-09-12T20:19:11.946000+00:00,0,
1,IN,10680,IN-678,10004,Bug,Description tittle,2024-09-12T14:35:45.168000+00:00,17860,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-13T12:06:01.842000+00:00,0,
1,IN,10680,IN-678,10004,Bug,Description tittle,2024-09-12T14:35:45.168000+00:00,17896,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-13T14:06:48.605000+00:00,0,
1,IN,10680,IN-678,10004,Bug,Description tittle,2024-09-12T14:35:45.168000+00:00,20209,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:33.235000+00:00,0,
1,IN,10681,IN-679,10002,Task,Description tittle,2024-09-12T14:51:57.656000+00:00,28314,10000,Backlog,3,In Progress,To Do,In Progress,2024-12-23T20:14:25.850000+00:00,0,
1,IN,10681,IN-679,10002,Task,Description tittle,2024-09-12T14:51:57.656000+00:00,28352,3,In Progress,10003,OFFSIDE,In Progress,In Progress,2024-12-24T17:57:27.448000+00:00,0,
1,IN,10682,IN-680,10002,Task,Description tittle,2024-09-12T14:52:32.015000+00:00,,,0,
1,IN,10683,IN-681,10004,Bug,Description tittle,2024-09-12T15:04:06.294000+00:00,17815,10000,Backlog,3,In Progress,To Do,In Progress,2024-09-12T20:11:20.176000+00:00,0,
1,IN,10683,IN-681,10004,Bug,Description tittle,2024-09-12T15:04:06.294000+00:00,17829,3,In Progress,10008,PR,In Progress,In Progress,2024-09-12T21:34:35.761000+00:00,0,
1,IN,10683,IN-681,10004,Bug,Description tittle,2024-09-12T15:04:06.294000+00:00,17881,10008,PR,10004,QA,In Progress,In Progress,2024-09-13T13:19:38.643000+00:00,0,
1,IN,10683,IN-681,10004,Bug,Description tittle,2024-09-12T15:04:06.294000+00:00,17897,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-13T14:07:48.561000+00:00,0,
1,IN,10683,IN-681,10004,Bug,Description tittle,2024-09-12T15:04:06.294000+00:00,18179,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-17T12:20:36.888000+00:00,0,
1,IN,10683,IN-681,10004,Bug,Description tittle,2024-09-12T15:04:06.294000+00:00,20208,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:32.772000+00:00,0,
1,IN,10684,IN-682,10002,Task,Description tittle,2024-09-12T15:08:33.001000+00:00,17904,10000,Backlog,3,In Progress,To Do,In Progress,2024-09-13T15:07:40.629000+00:00,0,
1,IN,10684,IN-682,10002,Task,Description tittle,2024-09-12T15:08:33.001000+00:00,18845,3,In Progress,10008,PR,In Progress,In Progress,2024-09-27T21:11:16.918000+00:00,0,
1,IN,10684,IN-682,10002,Task,Description tittle,2024-09-12T15:08:33.001000+00:00,19252,10008,PR,10004,QA,In Progress,In Progress,2024-10-02T19:08:57.720000+00:00,0,
1,IN,10685,IN-683,10004,Bug,Description tittle,2024-09-12T15:31:33.365000+00:00,18231,10000,Backlog,10002,Done,To Do,Done,2024-09-17T15:11:31.219000+00:00,0,
1,IN,10686,IN-684,10004,Bug,Description tittle,2024-09-12T18:43:50.175000+00:00,17814,10000,Backlog,10008,PR,To Do,In Progress,2024-09-12T19:46:59.053000+00:00,0,
1,IN,10686,IN-684,10004,Bug,Description tittle,2024-09-12T18:43:50.175000+00:00,17818,10008,PR,10004,QA,In Progress,In Progress,2024-09-12T20:26:20.259000+00:00,0,
1,IN,10686,IN-684,10004,Bug,Description tittle,2024-09-12T18:43:50.175000+00:00,17862,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-13T12:06:08.532000+00:00,0,
1,IN,10686,IN-684,10004,Bug,Description tittle,2024-09-12T18:43:50.175000+00:00,18008,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-16T10:52:51.467000+00:00,0,
1,IN,10686,IN-684,10004,Bug,Description tittle,2024-09-12T18:43:50.175000+00:00,20203,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:30.355000+00:00,0,
1,IN,10687,IN-685,10002,Task,Description tittle,2024-09-12T18:52:42.350000+00:00,17810,10000,Backlog,3,In Progress,To Do,In Progress,2024-09-12T18:59:56.652000+00:00,0,
1,IN,10687,IN-685,10002,Task,Description tittle,2024-09-12T18:52:42.350000+00:00,18328,3,In Progress,10008,PR,In Progress,In Progress,2024-09-18T11:33:30.795000+00:00,0,
1,IN,10687,IN-685,10002,Task,Description tittle,2024-09-12T18:52:42.350000+00:00,18679,10008,PR,10002,Done,In Progress,Done,2024-09-25T17:16:18.781000+00:00,0,
1,IN,10688,IN-686,10004,Bug,Description tittle,2024-09-12T20:27:10.109000+00:00,18302,10000,Backlog,3,In Progress,To Do,In Progress,2024-09-18T00:13:57.688000+00:00,0,
1,IN,10688,IN-686,10004,Bug,Description tittle,2024-09-12T20:27:10.109000+00:00,18303,3,In Progress,10004,QA,In Progress,In Progress,2024-09-18T01:52:29.930000+00:00,0,
1,IN,10688,IN-686,10004,Bug,Description tittle,2024-09-12T20:27:10.109000+00:00,18304,10004,QA,3,In Progress,In Progress,In Progress,2024-09-18T01:52:33.029000+00:00,0,
1,IN,10688,IN-686,10004,Bug,Description tittle,2024-09-12T20:27:10.109000+00:00,18395,3,In Progress,10008,PR,In Progress,In Progress,2024-09-19T14:22:10.860000+00:00,0,
1,IN,10688,IN-686,10004,Bug,Description tittle,2024-09-12T20:27:10.109000+00:00,18397,10008,PR,10004,QA,In Progress,In Progress,2024-09-19T14:22:11.817000+00:00,0,
1,IN,10688,IN-686,10004,Bug,Description tittle,2024-09-12T20:27:10.109000+00:00,18683,10004,QA,10002,Done,In Progress,Done,2024-09-25T19:40:35.618000+00:00,0,
1,IN,10689,IN-687,10002,Task,Description tittle,2024-09-13T13:08:01.644000+00:00,17891,10000,Backlog,3,In Progress,To Do,In Progress,2024-09-13T13:32:11.701000+00:00,0,
1,IN,10689,IN-687,10002,Task,Description tittle,2024-09-13T13:08:01.644000+00:00,18368,3,In Progress,10004,QA,In Progress,In Progress,2024-09-18T23:10:36.736000+00:00,0,
1,IN,10689,IN-687,10002,Task,Description tittle,2024-09-13T13:08:01.644000+00:00,20350,10004,QA,10002,Done,In Progress,Done,2024-10-11T18:10:09.095000+00:00,0,
1,IN,10690,IN-688,10004,Bug,Description tittle,2024-09-13T13:13:42.794000+00:00,17906,10000,Backlog,10008,PR,To Do,In Progress,2024-09-13T15:49:23.943000+00:00,0,
1,IN,10690,IN-688,10004,Bug,Description tittle,2024-09-13T13:13:42.794000+00:00,17911,10008,PR,10004,QA,In Progress,In Progress,2024-09-13T16:17:24.625000+00:00,0,
1,IN,10690,IN-688,10004,Bug,Description tittle,2024-09-13T13:13:42.794000+00:00,17951,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-13T17:08:38.900000+00:00,0,
1,IN,10690,IN-688,10004,Bug,Description tittle,2024-09-13T13:13:42.794000+00:00,17965,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-13T18:07:19.900000+00:00,0,
1,IN,10690,IN-688,10004,Bug,Description tittle,2024-09-13T13:13:42.794000+00:00,20218,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:37.409000+00:00,0,
1,IN,10691,IN-689,10004,Bug,Description tittle,2024-09-13T16:43:02.382000+00:00,18084,10000,Backlog,10003,OFFSIDE,To Do,In Progress,2024-09-16T14:39:08.389000+00:00,0,
1,IN,10691,IN-689,10004,Bug,Description tittle,2024-09-13T16:43:02.382000+00:00,18156,10003,OFFSIDE,10000,Backlog,In Progress,To Do,2024-09-16T21:40:11.457000+00:00,0,
1,IN,10691,IN-689,10004,Bug,Description tittle,2024-09-13T16:43:02.382000+00:00,18267,10000,Backlog,10003,OFFSIDE,To Do,In Progress,2024-09-17T18:53:46.312000+00:00,0,
1,IN,10691,IN-689,10004,Bug,Description tittle,2024-09-13T16:43:02.382000+00:00,18434,10003,OFFSIDE,10004,QA,In Progress,In Progress,2024-09-19T18:46:05.550000+00:00,0,
1,IN,10691,IN-689,10004,Bug,Description tittle,2024-09-13T16:43:02.382000+00:00,18444,10004,QA,10009,QA Review,In Progress,In Progress,2024-09-19T19:31:26.455000+00:00,0,
1,IN,10691,IN-689,10004,Bug,Description tittle,2024-09-13T16:43:02.382000+00:00,18493,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-23T12:25:32.096000+00:00,0,
1,IN,10691,IN-689,10004,Bug,Description tittle,2024-09-13T16:43:02.382000+00:00,20221,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:38.850000+00:00,0,
1,IN,10692,IN-690,10004,Bug,Description tittle,2024-09-13T16:53:06.513000+00:00,18081,10000,Backlog,3,In Progress,To Do,In Progress,2024-09-16T14:38:32.085000+00:00,0,
1,IN,10692,IN-690,10004,Bug,Description tittle,2024-09-13T16:53:06.513000+00:00,18175,3,In Progress,10008,PR,In Progress,In Progress,2024-09-17T05:53:46.064000+00:00,0,
1,IN,10692,IN-690,10004,Bug,Description tittle,2024-09-13T16:53:06.513000+00:00,18195,10008,PR,10004,QA,In Progress,In Progress,2024-09-17T13:37:21.102000+00:00,0,
1,IN,10692,IN-690,10004,Bug,Description tittle,2024-09-13T16:53:06.513000+00:00,18313,10004,QA,10007,DEVOPS,In Progress,In Progress,2024-09-18T11:20:16.403000+00:00,0,
1,IN,10692,IN-690,10004,Bug,Description tittle,2024-09-13T16:53:06.513000+00:00,20222,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:39.301000+00:00,0,
1,IN,10693,IN-691,10004,Bug,Description tittle,2024-09-13T16:57:09.220000+00:00,18082,10000,Backlog,3,In Progress,To Do,In Progress,2024-09-16T14:38:44.307000+00:00,0,
1,IN,10693,IN-691,10004,Bug,Description tittle,2024-09-13T16:57:09.220000+00:00,18197,3,In Progress,10004,QA,In Progress,In Progress,2024-09-17T13:37:28.681000+00:00,0,
1,IN,10693,IN-691,10004,Bug,Description tittle,2024-09-13T16:57:09.220000+00:00,18312,10004,QA,10007,DEVOPS,In Progress,In Progress,2024-09-18T11:20:14.073000+00:00,0,
1,IN,10693,IN-691,10004,Bug,Description tittle,2024-09-13T16:57:09.220000+00:00,20219,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:37.904000+00:00,0,
1,IN,10694,IN-692,10004,Bug,Description tittle,2024-09-13T17:00:08.071000+00:00,18083,10000,Backlog,3,In Progress,To Do,In Progress,2024-09-16T14:38:52.076000+00:00,0,
1,IN,10694,IN-692,10004,Bug,Description tittle,2024-09-13T17:00:08.071000+00:00,18104,3,In Progress,10008,PR,In Progress,In Progress,2024-09-16T18:43:47.084000+00:00,0,
1,IN,10694,IN-692,10004,Bug,Description tittle,2024-09-13T17:00:08.071000+00:00,18193,10008,PR,10004,QA,In Progress,In Progress,2024-09-17T13:37:14.253000+00:00,0,
1,IN,10694,IN-692,10004,Bug,Description tittle,2024-09-13T17:00:08.071000+00:00,18242,10004,QA,10003,OFFSIDE,In Progress,In Progress,2024-09-17T17:25:17.894000+00:00,0,
1,IN,10694,IN-692,10004,Bug,Description tittle,2024-09-13T17:00:08.071000+00:00,18275,10003,OFFSIDE,10004,QA,In Progress,In Progress,2024-09-17T19:06:04.264000+00:00,0,
1,IN,10694,IN-692,10004,Bug,Description tittle,2024-09-13T17:00:08.071000+00:00,18276,10004,QA,10003,OFFSIDE,In Progress,In Progress,2024-09-17T19:06:55.996000+00:00,0,
1,IN,10694,IN-692,10004,Bug,Description tittle,2024-09-13T17:00:08.071000+00:00,18311,10003,OFFSIDE,10007,DEVOPS,In Progress,In Progress,2024-09-18T11:19:12.279000+00:00,0,
1,IN,10694,IN-692,10004,Bug,Description tittle,2024-09-13T17:00:08.071000+00:00,20220,10007,DEVOPS,10002,Done,In Progress,Done,2024-10-10T16:47:38.346000+00:00,0,
1,IN,10695,IN-693,10004,Bug,Description tittle,2024-09-13T18:04:10.302000+00:00,18112,10000,Backlog,3,In Progress,To Do,In Progress,2024-09-16T18:54:54.420000+00:00,0,
1,IN,10695,IN-693,10004,Bug,Description tittle,2024-09-13T18:04:10.302000+00:00,18204,3,In Progress,10008,PR,In Progress,In Progress,2024-09-17T13:39:07.133000+00:00,0,
1,IN,10695,IN-693,10004,Bug,Description tittle,2024-09-13T18:04:10.302000+00:00,18271,10008,PR,10009,QA Review,In Progress,In Progress,2024-09-17T19:02:19.354000+00:00,0,
1,IN,10695,IN-693,10004,Bug,Description tittle,2024-09-13T18:04:10.302000+00:00,18282,10009,QA Review,10007,DEVOPS,In Progress,In Progress,2024-09-17T19:31:01.206000+00:00,0,
